Sample_ID,Sample_name_16S,Sample_name_18S,Sample_type,Site,Sample_date,Extraction_date,Julian_day,Month,Season,Depth,Latitude,Longitude,Shoot_Length,Leaf_Width,No_Leaves,Dataset,Dataset_short,Dislodgment_method,Area,Country,Sheltered_Index,Sea_Surface_Temperature,Orbital_Velocity_Mean,Orbital_Velocity_Max,Salinity,Bathymetry,
GH9-SGO-3,515F-806R-EMP2016-GH9-SGO-3,1183F-1443R-GH9-SGO-3,old_leaf,Leuchtturm,2019-07-23,19.02.2020,204,July,Summer,3,54.58645,13.16232,36,2,5,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,7,17.20579708,0.009215817616,0.205342415,16.31298447,-3.46,
GH9-SGO-4,515F-806R-EMP2016-GH9-SGO-4,1183F-1443R-GH9-SGO-4,old_leaf,Leuchtturm,2019-07-23,20.02.2020,204,July,Summer,3,54.58645,13.16232,57,3,4,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,7,17.20579708,0.009215817616,0.205342415,16.31298447,-3.46,
GH9-SGY-1,515F-806R-EMP2016-GH9-SGY-1,1183F-1443R-GH9-SGY-1,young_leaf,Leuchtturm,2019-07-23,18.02.2020,204,July,Summer,3,54.58645,13.16232,43,2,4,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,7,17.20579708,0.009215817616,0.205342415,16.31298447,-3.46,
GH9-SGY-2,515F-806R-EMP2016-GH9-SGY-2,1183F-1443R-GH9-SGY-2,young_leaf,Leuchtturm,2019-07-23,19.02.2020,204,July,Summer,3,54.58645,13.16232,51,3.5,6,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,7,17.20579708,0.009215817616,0.205342415,16.31298447,-3.46,
GH9-SGY-3,515F-806R-EMP2016-GH9-SGY-3,1183F-1443R-GH9-SGY-3,young_leaf,Leuchtturm,2019-07-23,19.02.2020,204,July,Summer,3,54.58645,13.16232,36,2,5,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,7,17.20579708,0.009215817616,0.205342415,16.31298447,-3.46,
GH9-SGY-4,515F-806R-EMP2016-GH9-SGY-4,1183F-1443R-GH9-SGY-4,young_leaf,Leuchtturm,2019-07-23,20.02.2020,204,July,Summer,3,54.58645,13.16232,57,3,4,Seagrass_Vibrio,SV,leaf_piece,Western Pomerania Lagoon National Park,Germany,7,17.20579708,0.009215817616,0.205342415,16.31298447,-3.46,
SBJ-SGO-1,515F-806R-EMP2016-SBJ-SGO-1,1183F-1443R-SBJ-SGO-1,old_leaf,Bjoernoe,2019-07-27,18.02.2020,208,July,Summer,3.4,59.22,18.5508,48,4,NA,Seagrass_Vibrio,SV,leaf_piece,Stockholm Archipelago,Sweden,6,16.71099352,0.018783412,0.2279180821,6.190001488,0,
SBJ-SGO-2,515F-806R-EMP2016-SBJ-SGO-2,1183F-1443R-SBJ-SGO-2,old_leaf,Bjoernoe,2019-07-27,19.02.2020,208,July,Summer,3.4,59.22,18.5508,43,4,NA,Seagrass_Vibrio,SV,leaf_piece,Stockholm Archipelago,Sweden,6,16.71099352,0.018783412,0.2279180821,6.190001488,0,
SBJ-SGO-3,515F-806R-EMP2016-SBJ-SGO-3,1183F-1443R-SBJ-SGO-3,old_leaf,Bjoernoe,2019-07-27,19.02.2020,208,July,Summer,3.4,59.22,18.5508,24,2.5,NA,Seagrass_Vibrio,SV,leaf_piece,Stockholm Archipelago,Sweden,6,16.71099352,0.018783412,0.2279180821,6.190001488,0,
SBJ-SGO-4,515F-806R-EMP2016-SBJ-SGO-4,1183F-1443R-SBJ-SGO-4,old_leaf,Bjoernoe,2019-07-27,18.02.2020,208,July,Summer,3.4,59.22,18.5508,40,3,NA,Seagrass_Vibrio,SV,leaf_piece,Stockholm Archipelago,Sweden,6,16.71099352,0.018783412,0.2279180821,6.190001488,0,
SBJ-SGY-1,515F-806R-EMP2016-SBJ-SGY-1,1183F-1443R-SBJ-SGY-1,young_leaf,Bjoernoe,2019-07-27,18.02.2020,208,July,Summer,3.4,59.22,18.5508,48,4,NA,Seagrass_Vibrio,SV,leaf_piece,Stockholm Archipelago,Sweden,6,16.71099352,0.018783412,0.2279180821,6.190001488,0,
SBJ-SGY-2,515F-806R-EMP2016-SBJ-SGY-2,1183F-1443R-SBJ-SGY-2,young_leaf,Bjoernoe,2019-07-27,19.02.2020,208,July,Summer,3.4,59.22,18.5508,43,4,NA,Seagrass_Vibrio,SV,leaf_piece,Stockholm Archipelago,Sweden,6,16.71099352,0.018783412,0.2279180821,6.190001488,0,
SBJ-SGY-3,515F-806R-EMP2016-SBJ-SGY-3,1183F-1443R-SBJ-SGY-3,young_leaf,Bjoernoe,2019-07-27,19.02.2020,208,July,Summer,3.4,59.22,18.5508,24,2.5,NA,Seagrass_Vibrio,SV,leaf_piece,Stockholm Archipelago,Sweden,6,16.71099352,0.018783412,0.2279180821,6.190001488,0,
SBJ-SGY-4,515F-806R-EMP2016-SBJ-SGY-4,1183F-1443R-SBJ-SGY-4,young_leaf,Bjoernoe,2019-07-27,20.02.2020,208,July,Summer,3.4,59.22,18.5508,40,3,NA,Seagrass_Vibrio,SV,leaf_piece,Stockholm Archipelago,Sweden,6,16.71099352,0.018783412,0.2279180821,6.190001488,0,
SHV-SGO-1,515F-806R-EMP2016-SHV-SGO-1,1183F-1443R-SHV-SGO-1,old_leaf,Herrvik,2019-09-03,17.02.2020,246,September,Autumn,2,57.4365,18.902,36,3,NA,Seagrass_Vibrio,SV,leaf_piece,Gotland,Sweden,5,18.38009765,0.02212737669,0.2755513646,7.057081699,-3.1,
SHV-SGO-2,515F-806R-EMP2016-SHV-SGO-2,1183F-1443R-SHV-SGO-2,old_leaf,Herrvik,2019-09-03,17.02.2020,246,September,Autumn,2,57.4365,18.902,50,3,NA,Seagrass_Vibrio,SV,leaf_piece,Gotland,Sweden,5,18.38009765,0.02212737669,0.2755513646,7.057081699,-3.1,
SHV-SGO-3,515F-806R-EMP2016-SHV-SGO-3,1183F-1443R-SHV-SGO-3,old_leaf,Herrvik,2019-09-03,20.02.2020,246,September,Autumn,2,57.4365,18.902,34,2,NA,Seagrass_Vibrio,SV,leaf_piece,Gotland,Sweden,5,18.38009765,0.02212737669,0.2755513646,7.057081699,-3.1,
SHV-SGO-4,515F-806R-EMP2016-SHV-SGO-4,1183F-1443R-SHV-SGO-4,old_leaf,Herrvik,2019-09-03,20.02.2020,246,September,Autumn,2,57.4365,18.902,31,2,NA,Seagrass_Vibrio,SV,leaf_piece,Gotland,Sweden,5,18.38009765,0.02212737669,0.2755513646,7.057081699,-3.1,
SHV-SGY-1,515F-806R-EMP2016-SHV-SGY-1,1183F-1443R-SHV-SGY-1,young_leaf,Herrvik,2019-09-03,20.02.2020,246,September,Autumn,2,57.4365,18.902,36,3,NA,Seagrass_Vibrio,SV,leaf_piece,Gotland,Sweden,5,18.38009765,0.02212737669,0.2755513646,7.057081699,-3.1,
SHV-SGY-3,515F-806R-EMP2016-SHV-SGY-3,1183F-1443R-SHV-SGY-3,young_leaf,Herrvik,2019-09-03,06.02.2020,246,September,Autumn,2,57.4365,18.902,34,2,NA,Seagrass_Vibrio,SV,leaf_piece,Gotland,Sweden,5,18.38009765,0.02212737669,0.2755513646,7.057081699,-3.1,
SHV-SGY-4,515F-806R-EMP2016-SHV-SGY-4,1183F-1443R-SHV-SGY-4,young_leaf,Herrvik,2019-09-03,20.02.2020,246,September,Autumn,2,57.4365,18.902,31,2,NA,Seagrass_Vibrio,SV,leaf_piece,Gotland,Sweden,5,18.38009765,0.02212737669,0.2755513646,7.057081699,-3.1,
BV1-SGO-3,515F-806R-P01-G06-AB-BV1-SGF-3,1183F-1443R-P01-G06-AB-BV1-SGF-3,old_leaf,Bökevik1,2021-07-20,19.08.2021,201,July,Summer,5,58.24901,11.44854,64,4.5,5,Germination_Experiment,GE,leaf_piece,Gasöfjord,Sweden,6,20.22155594,0.018783412,0.2279180821,33.03594589,0,1183F-1443R-P01-1183F-1443R-P01-G06-AB-BV1-SGF-3
BV1-SGY-3,515F-806R-P01-C07-AB-BV1-SGY-3,1183F-1443R-P01-C07-AB-BV1-SGY-3,young_leaf,Bökevik1,2021-07-20,19.08.2021,201,July,Summer,5,58.24901,11.44854,25,4,4,Germination_Experiment,GE,leaf_piece,Gasöfjord,Sweden,6,20.22155594,0.018783412,0.2279180821,33.03594589,0,1183F-1443R-P01-1183F-1443R-P01-C07-AB-BV1-SGY-3
BV2-SGO-3,515F-806R-P01-F07-AB-BV2-SGO-3,1183F-1443R-P01-F07-AB-BV2-SGO-3,old_leaf,Bökevik2,2021-07-28,24.09.2021,209,July,Summer,5,58.24901,11.44854,149,6,4,Germination_Experiment,GE,leaf_piece,Gasöfjord,Sweden,6,20.63093094,0.018783412,0.2279180821,33.38567352,0,1183F-1443R-P01-1183F-1443R-P01-F07-AB-BV2-SGO-3
BV2-SGY-3,515F-806R-P01-B08-AB-BV2-SGY-3,1183F-1443R-P01-B08-AB-BV2-SGY-3,young_leaf,Bökevik2,2021-07-28,24.09.2021,209,July,Summer,5,58.24901,11.44854,31,4.5,6,Germination_Experiment,GE,leaf_piece,Gasöfjord,Sweden,6,20.63093094,0.018783412,0.2279180821,33.38567352,0,1183F-1443R-P01-1183F-1443R-P01-B08-AB-BV2-SGY-3
BV3-SGO-3,515F-806R-P01-C08-AB-BV3-SGO-3,1183F-1443R-P01-C08-AB-BV3-SGO-3,old_leaf,Bökevik3,2021-08-02,16.11.2021,214,August,Summer,5,58.24901,11.44854,102,6,4,Germination_Experiment,GE,leaf_piece,Gasöfjord,Sweden,6,20.13874345,0.018783412,0.2279180821,33.38567352,0,1183F-1443R-P01-1183F-1443R-P01-C08-AB-BV3-SGO-3
BV3-SGY-3,515F-806R-P01-G08-AB-BV3-SGY-3,1183F-1443R-P01-G08-AB-BV3-SGY-3,young_leaf,Bökevik3,2021-08-02,19.08.2021,214,August,Summer,5,58.24901,11.44854,25,4,5,Germination_Experiment,GE,leaf_piece,Gasöfjord,Sweden,6,20.13874345,0.018783412,0.2279180821,33.38567352,0,1183F-1443R-P01-1183F-1443R-P01-G08-AB-BV3-SGY-3
BV4-SGO-3,515F-806R-P01-H08-AB-BV4-SGO-3,1183F-1443R-P01-H08-AB-BV4-SGO-3,old_leaf,Bökevik4,2021-08-11,01.10.2021,223,August,Summer,5,58.24901,11.44854,66,5,4,Germination_Experiment,GE,leaf_piece,Gasöfjord,Sweden,6,19.37499346,0.018783412,0.2279180821,32.42298508,0,1183F-1443R-P01-1183F-1443R-P01-H08-AB-BV4-SGO-3
BV4-SGY-3,515F-806R-P01-D09-AB-BV4-SGY-3,1183F-1443R-P01-D09-AB-BV4-SGY-3,young_leaf,Bökevik4,2021-08-11,26.10.2021,223,August,Summer,5,58.24901,11.44854,29,4.5,4,Germination_Experiment,GE,leaf_piece,Gasöfjord,Sweden,6,19.37499346,0.018783412,0.2279180821,32.42298508,0,1183F-1443R-P01-1183F-1443R-P01-D09-AB-BV4-SGY-3
